;Barcode;Title;Year;Location
625.3;TM041687;Der Zuschnitt für die Herrenschneiderei;1960;Bibliotheek AMFI
625.3;TM041688;Der Zuschnitt für die Damenschneiderei;1960;Bibliotheek AMFI
684.13;FM003610;Multimedia graphics;1996;Bibliotheek AMFI
701;TM043122;Nomads of Niger;1993;Bibliotheek AMFI
701.3;TM041282;The grammar of ornament;1986;Bibliotheek AMFI
701.3;TM041256;The grammar of chinese ornament selected from objects in the South Kensington Museum and other colle;1987;Bibliotheek AMFI
701.3;FM007236;The world of ornament;2006;Bibliotheek AMFI
701.3;FM003908;The Encyclopedia of ornament;1988;Bibliotheek AMFI
701.3;HV021788;Stilhandbuch;2000;Bibliotheek AMFI
702.3;TM008064;African art;1995;Bibliotheek AMFI
705.8;HV096032;Andy Warhol special;2007;Bibliotheek AMFI
705.8;HV063763;Paris/New York;2008;Bibliotheek AMFI
708.4;FM003609;Gilbert & George;1993;Bibliotheek AMFI
710.1;HV010756;The Phaidon atlas of contemporary world architecture;2004;Bibliotheek AMFI
715.9;HV008778;Portraits of the new architecture;2004;Bibliotheek AMFI
718.2;TM022094;The architecture of the Louvre;1995;Bibliotheek AMFI
735.8;TM041216;Expressionismus;1980;Bibliotheek AMFI
736.5;TM041452;Vermeer;1992;Bibliotheek AMFI
736.8;HV079736;'Een eeuw Willink' (1900-1983);1999;Bibliotheek AMFI
737.2;TM043056;Grünewald;1967;Bibliotheek AMFI
737.7;TM043084;Klimt;1991;Bibliotheek AMFI
737.8;TM043104;F. Léger;1981;Bibliotheek AMFI
737.8;TM043126;Matisse;1988;Bibliotheek AMFI
737.8;TM006963;Blue sky;1993;Bibliotheek AMFI
738.2;TM002526;The portrait in British art;1991;Bibliotheek AMFI
742;HV100621;Piet Paris;2010;Bibliotheek AMFI
742;HV078031;Colors for modern fashion;2006;Bibliotheek AMFI
754.1;TM024518;The creative index 1998;1998;Bibliotheek AMFI
754.1;TM002529;Famous animal symbols;1991;Bibliotheek AMFI
754.9;FM003907;Website graphics;1997;Bibliotheek AMFI
760.3;TM016058;Burning man;1997;Bibliotheek AMFI
761;TM043227;In the beginning;1974;Bibliotheek AMFI
761.2;HV038459;Woman in the mirror;2005;Bibliotheek AMFI
761.2;TM006968;The lady is a tramp;1995;Bibliotheek AMFI
761.2;HV096496;Peter Beard;2008;Bibliotheek AMFI
761.2;HV096495;Peter Beard;2008;Bibliotheek AMFI
761.2;FM002978;Bernadinism;2001;Bibliotheek AMFI
761.2;TM022050;Patrick Demarchelier photographs;1995;Bibliotheek AMFI
761.2;FM007225;Evidence 1944-1994;1994;Bibliotheek AMFI
761.2;TM008453;Dennis Hopper;1992;Bibliotheek AMFI
761.2;TM046620;In & out of fashion;1994;Bibliotheek AMFI
761.2;TM007629;Karl Lagerfeld, off the record;1994;Bibliotheek AMFI
761.2;HV063703;Imperfect;2008;Bibliotheek AMFI
761.2;HV019013;Animal man;2002;Bibliotheek AMFI
761.2;TM024734;X-ray;1999;Bibliotheek AMFI
761.2;HV012968;Erwin Olaf;2003;Bibliotheek AMFI
761.2;HV107658;Own;2012;Bibliotheek AMFI
761.2;HV053372;Rude;2005;Bibliotheek AMFI
761.2;TM016195;Scavullo Photographs 50 years;1997;Bibliotheek AMFI
761.2;FM003282;Cindy Sherman;1991;Bibliotheek AMFI
761.2;HV099314;Redemption;1998;Bibliotheek AMFI
761.2;FM003028;Mario Testino;2002;Bibliotheek AMFI
761.2;HV054032;Blood, sweat and tears;2005;Bibliotheek AMFI
761.3;TM016193;Black earth;0;Bibliotheek AMFI
761.3;TM008449;Catwalk;1993;Bibliotheek AMFI
761.3;TM043011;Portrait and the camera;1989;Bibliotheek AMFI
761.3;TM017015;Leg;1997;Bibliotheek AMFI
761.3;TM014280;Body knots;2000;Bibliotheek AMFI
761.3;HV114620;A new kind of beauty;2011;Bibliotheek AMFI
761.3;TM007620;Snaps;1994;Bibliotheek AMFI
761.3;HV107667;Wear your face;2012;Bibliotheek AMFI
761.4;TM016196;Oog in oog;1997;Bibliotheek AMFI
761.7;TM024836;Lesannées ELLE 1945-2000;1999;Bibliotheek AMFI
761.7;FM003331;Exhibit A;2001;Bibliotheek AMFI
761.7;HV107785;The color of fashion;1992;Bibliotheek AMFI
761.7;TM024848;Dutch Casting Agency;1999;Bibliotheek AMFI
761.7;FM002301;Fashion faces up;2000;Bibliotheek AMFI
761.7;FM006189;Hotel LaChapelle;1999;Bibliotheek AMFI
761.7;HV079911;LaChapelle heaven to hell;2006;Bibliotheek AMFI
761.7;TM024603;Peter Lindbergh;1999;Bibliotheek AMFI
761.7;HV078052;A second decade of Guess images;2002;Bibliotheek AMFI
761.7;FM003029;David Bailey;2001;Bibliotheek AMFI
761.7;FM003019;Thái-Công my parents;2002;Bibliotheek AMFI
761.7;HV071663;Rauw op het l?f;1998;Bibliotheek AMFI
761.7;TM014352;Sportswear international twenty fifth anniversary special;2000;Bibliotheek AMFI
761.7;HV063506;Style file;2008;Bibliotheek AMFI
761.7;HV011241;Ultimate style;2004;Bibliotheek AMFI
761.9;TM017014;A noir;1998;Bibliotheek AMFI
766.6;TM043763;The New York School;1992;Bibliotheek AMFI
770.6;HV008697;1:1, Marti Guixé;2002;Bibliotheek AMFI
772.1;TM043067;Art nouveau;1988;Bibliotheek AMFI
772.1;TM043066;Art deco designs;1988;Bibliotheek AMFI
772.3;HV079065;Die neue Linie 1929-1943;2007;Bibliotheek AMFI
772.3;TM043068;William Morris and the arts and crafts movement;1989;Bibliotheek AMFI
773.3;HV154196;Volkskunst in Europa;1938;Bibliotheek AMFI
773.3;HV106485;Handmade in India;2009;Bibliotheek AMFI
774.4;TM018614;Het nieuwe wonen;1995;Bibliotheek AMFI
774.4;TM024519;Moroso in superficie;0;Bibliotheek AMFI
774.5;TM047921;Natuurl?k wonen een levensst?l;1994;Bibliotheek AMFI
777.4;TM016213;Bvlgari;1996;Bibliotheek AMFI
779;TM043237;The illustrated history of textiles;1991;Bibliotheek AMFI
779;TM009080;The illustrated history of textiles;1991;Bibliotheek AMFI
779;FM002438;Decorative art in Indonesian textiles;1964;Bibliotheek AMFI
779;HV023294;New material as new media;2002;Bibliotheek AMFI
779.1;HV107724;Truth of the loom;2013;Bibliotheek AMFI
779.6;HV092015;Lace;1983;Bibliotheek AMFI
779.7;HV079877;Paisley patterns;1989;Bibliotheek AMFI
779.7;TM041583;Abstract and floral designs;1988;Bibliotheek AMFI
780;TM024730;Rock style;1999;Bibliotheek AMFI
780;TM045250;Madonna - the girlie show;1994;Bibliotheek AMFI
792;TM041453;Décoration de l'imaginaire;1992;Bibliotheek AMFI
798.85;TM043071;De wereld van het donkere kristal;1982;Bibliotheek AMFI
902.4;TM016002;The dictionary of heraldry;1992;Bibliotheek AMFI
903.3;TM022093;De mens op weg naar het onbekende;1996;Bibliotheek AMFI
905.1;FM007244;Material man;2000;Bibliotheek AMFI
905;HV063910;Megalomania;2008;Bibliotheek AMFI
907.1;TM045135;Timeline of world costume;1993;Bibliotheek AMFI
907.1;TM009937;The historical encyclopedia of costumes;1989;Bibliotheek AMFI
907.1;HV013300;The complete costume history;2003;Bibliotheek AMFI
907.2;HV113708;Alaïa;2011;Bibliotheek AMFI
907.2;HV097930;Alexander van Slobbe, and... and... and...;2010;Bibliotheek AMFI
907.2;HV063139;Balenciaga Paris;2006;Bibliotheek AMFI
907.2;TM018621;Barbara Johnson's Album of fashions and fabrics;1987;Bibliotheek AMFI
907.2;HV002593;Shocking!;2003;Bibliotheek AMFI
907.2;HV112113;Alexander McQueen;2011;Bibliotheek AMFI
907.2;HV112114;Alexander McQueen;2011;Bibliotheek AMFI
907.2;HV107007;Carine Roitfeld;2011;Bibliotheek AMFI
907.2;TM006869;Geoffrey Beene;1995;Bibliotheek AMFI
907.2;TM044015;Madeleine Vionnet;1991;Bibliotheek AMFI
907.2;TM041612;Poiret;1987;Bibliotheek AMFI
907.2;HV078393;Dolce & Gabbana;2006;Bibliotheek AMFI
907.2;TM008450;Emanuel Ungaro;1992;Bibliotheek AMFI
907.2;FM003721;Emporio Armani;1994;Bibliotheek AMFI
907.2;FM003722;Emporio Armani;1995;Bibliotheek AMFI
907.2;HV114526;Annual competition;2012;Bibliotheek AMFI
907.2;HV114483;The fashion world of Jean Paul Gaultier;2011;Bibliotheek AMFI
907.2;HV009621;Fashination;2004;Bibliotheek AMFI
907.2;FM007141;Tom Ford;2005;Bibliotheek AMFI
907.2;TM024805;Visionaire's fashion 2001;1999;Bibliotheek AMFI
907.2;HV107792;Gianne Versace couture;1991;Bibliotheek AMFI
907.2;HV078007;Gucci by Gucci;2006;Bibliotheek AMFI
907.2;HV106024;Pierre Cardin;2010;Bibliotheek AMFI
907.2;FM003723;Sonomama sonomama;1988;Bibliotheek AMFI
907.2;HV008963;The journey of a woman;2004;Bibliotheek AMFI
907.2;TM043051;Kleren;1982;Bibliotheek AMFI
907.2;TM043052;Kleren;1982;Bibliotheek AMFI
907.2;HV096653;Maison Martin Margiela;2009;Bibliotheek AMFI
907.2;FM003724;Moschino;1988;Bibliotheek AMFI
907.2;FM003725;Moschino;1988;Bibliotheek AMFI
907.2;HV011751;Music, Dolce & Gabbana;2004;Bibliotheek AMFI
907.2;TM022139;Carven;1995;Bibliotheek AMFI
907.2;HV066652;Poiret;2007;Bibliotheek AMFI
907.2;HV031458;Raf Simons Redux;2005;Bibliotheek AMFI
907.2;HV113445;Fashion;2010;Bibliotheek AMFI
907.2;HV107732;Decades;2012;Bibliotheek AMFI
907.2;HV101065;Soviet costume and textiles, 1917-1945;1991;Bibliotheek AMFI
907.2;HV079628;Stylist;2007;Bibliotheek AMFI
907.2;HV079787;Stylist;2007;Bibliotheek AMFI
907.2;TM043738;Vanitas designs;1994;Bibliotheek AMFI
907.2;FM003485;Versace;1999;Bibliotheek AMFI
907.2;FM000021;"Talking to myself ;";2002;Bibliotheek AMFI
907.2;FM000022;"Talking to myself ;";2002;Bibliotheek AMFI
907.3;HV039705;Blahník by Boman;2005;Bibliotheek AMFI
907.3;HV039942;Racing style;2005;Bibliotheek AMFI
907.3;HV019323;Das Buch der Wäsche;1983;Bibliotheek AMFI
907.3;TM016255;G-star raw denim;1997;Bibliotheek AMFI
907.3;TM010519;The white T;1996;Bibliotheek AMFI
907.3;TM018613;Under world;1995;Bibliotheek AMFI
907.3;HV096527;Made of Japan;2009;Bibliotheek AMFI
907.3;TM041451;Splash!;1990;Bibliotheek AMFI
907.3;HV056051;Armando Pollini;1997;Bibliotheek AMFI
907.3;HV038485;Armando Pollini;1997;Bibliotheek AMFI
907.3;HV090258;Roy Roger's;2008;Bibliotheek AMFI
907.3;HV101829;Savile Row;2010;Bibliotheek AMFI
907.5;FM003720;Regional costumes of the Netherlands;1978;Bibliotheek AMFI
907.5;HV013558;Streeksieraden in Zeeland;1998;Bibliotheek AMFI
907.5;HV013557;Streeksieraden in Zeeland;1999;Bibliotheek AMFI
907.6;HV014799;Costumes, textiles and jewellery of India;2005;Bibliotheek AMFI
907.7;HV062519;Streets of Europe;2006;Bibliotheek AMFI
907.8;TM016208;Decorated skin;1997;Bibliotheek AMFI
907.8;FM002989;Femme fatale;2001;Bibliotheek AMFI
907.8;HV112115;Not a toy;2011;Bibliotheek AMFI
907.8;FM003719;Susanne Wiebe;1996;Bibliotheek AMFI
922.1;TM044035;Passage to eternity;1989;Bibliotheek AMFI
950.6;TM043747;De grote atlas van de wereld in de 17de eeuw;1992;Bibliotheek AMFI
950.6;TM045279;Geïllustreerde atlas van de wereld;1994;Bibliotheek AMFI
950.7;TM043010;Van verre;1992;Bibliotheek AMFI
954.1;TM016207;Native American art;1994;Bibliotheek AMFI
954.1;FM003718;Native Americans in early photographs;1994;Bibliotheek AMFI
954.13;TM044036;Hopi;1982;Bibliotheek AMFI
954.2;TM045278;De Eskimo's;1991;Bibliotheek AMFI
954.9;TM045258;The circle of life;1991;Bibliotheek AMFI
954.9;FM002439;De cirkel van het leven;1992;Bibliotheek AMFI
980;HV114610;Vinyl;2012;Bibliotheek AMFI
980;HV114609;Vinyl;2012;Bibliotheek AMFI
980;HV114607;Vinyl;2012;Bibliotheek AMFI
980;HV114608;Vinyl;2012;Bibliotheek AMFI
982;TM006094;Holland;1995;Bibliotheek AMFI
992;TM043198;Over China;1988;Bibliotheek AMFI
995.2;TM009906;Toscane;1995;Bibliotheek AMFI
773.3;FM002460;The popular arts of Mexico;1974;Bibliotheek AMFI
992;TM047927;Mexico;1993;Bibliotheek AMFI
701.3;TM006964;The grammar of ornament;1986;Bibliotheek AMFI
996.3;HV071373;Beyroutes;2009;Bibliotheek AMFI
737.8;TM041589;Frida Kahlo;1993;Bibliotheek AMFI
907.6;TM045165;Costumes of Mexico;1985;Bibliotheek AMFI
940;TM046850;Teotihuacán, the city of the gods;1990;Bibliotheek AMFI
12;TM016676;Bibliographica textilia historiæ;1997;Bibliotheek AMFI
48.2;TM000135;Hetnieuwe nummerboekje;1994;Bibliotheek AMFI
90.1;HV111941;Mediafeitenboekje Nederland ...;1996;Bibliotheek AMFI
101;HV062667;The Cambridge dictionary of philosophy;1999;Bibliotheek AMFI
203.9;HV101314;The book of symbols;2010;Bibliotheek AMFI
210.1;HV100754;... isms;2007;Bibliotheek AMFI
301.2;TM000484;Correlators;1994;Bibliotheek AMFI
301.2;TM010547;Guide for the tariff classification of textiles;1996;Bibliotheek AMFI
325;TM024564;Clothing for special needs;1999;Bibliotheek AMFI
360.4;TM010316;Textiel-, kleding-, leder-, schoen- e.a. lederwarenindustrie;1993;Bibliotheek AMFI
367.2;FM002176;Handboek functieclassificatie confectie-industrie 2001;2001;Bibliotheek AMFI
369.1;HV078440;The brand glossary;2007;Bibliotheek AMFI
369.1;TM024061;Handbuch Mode-marketing;1999;Bibliotheek AMFI
369.1;TM024062;Handbuch Mode-marketing;1999;Bibliotheek AMFI
369.6;HV043900;Instore ABC;2006;Bibliotheek AMFI
371.3;HV111150;Who's who ...;2010;Bibliotheek AMFI
372.3;1875517-10;Exporttransactions from A to Z;2003;Bibliotheek AMFI
372.3;TM000334;International trade procedures for the clothing and textile industry;1995;Bibliotheek AMFI
372.6;TM024134;Keijsers selectie;1999;Bibliotheek AMFI
372.6;HV063305;The Fairchild dictionary of retailing;2009;Bibliotheek AMFI
372.6;TM024350;Dictionary of retailing and merchandising;1995;Bibliotheek AMFI
489.7;TM014204;NVCT leden-adreslijst 2000-2001;2000;Bibliotheek AMFI
489.7;FM002580;NVCT leden-adressenlijst 2001-2002;2001;Bibliotheek AMFI
489.7;FM003456;NVCT leden-adressenlijst 2002-2003;2002;Bibliotheek AMFI
489.7;TM042326;Almanak 1989;1989;Bibliotheek AMFI
489.7;TM042059;Almanak 1990;1990;Bibliotheek AMFI
625;TM042308;Internationales Wörterbuch;1956;Bibliotheek AMFI
625;TM042305;Textielwoordenboek;1946;Bibliotheek AMFI
625.2;TM016294;Nähgarn-Dispositionsplaner für Damenmodelle ...;1997;Bibliotheek AMFI
625.2;FM003098;Dürkopp Adler industrielle Nähmaschinen;0;Bibliotheek AMFI
625.2;FM007253;Focus;2007;Bibliotheek AMFI
625.2;FM007255;Focus;2007;Bibliotheek AMFI
625.2;TM041780;Nähfäden und Nähte Technologie;1990;Bibliotheek AMFI
625.2;FM003097;Pfaff industrielle Nähmaschinen;1984;Bibliotheek AMFI
625.2;FM003162;Pfaff special service;0;Bibliotheek AMFI
625.2;TM042814;Pfaff special service;0;Bibliotheek AMFI
625.2;FM006619;Pfaff special service;0;Bibliotheek AMFI
625.2;TM041781;The Technology of thread & seams;1990;Bibliotheek AMFI
625.2;FM007245;The world of sewing;1997;Bibliotheek AMFI
625.3;TM024513;Theapparel design and production hand book;1998;Bibliotheek AMFI
625.3;HV009908;Complete guide to size specification and technical design;2004;Bibliotheek AMFI
625.3;HV013430;StyleTime;2000;Bibliotheek AMFI
627.5;HV038169;Ginetex technical booklet;2005;Bibliotheek AMFI
640.9;TM010393;Étude sur les barèmes internationaux des mesures du corps humain;1997;Bibliotheek AMFI
640.9;TM011990;The Govmark book on flammability standards and flammability test methods of textiles, plastics and o;1982;Bibliotheek AMFI
640.9;TM011991;The Govmark book on flammability standards and flammability test methods of textiles, plastics and o;1982;Bibliotheek AMFI
640.9;TM000084;Kwaliteitszorg en elementen van een kwaliteitssysteem;1992;Bibliotheek AMFI
640.9;HV041415;Maataanduiding van kleding;2001;Bibliotheek AMFI
640.9;TM042320;Nomenclature des articles d'habillement;1978;Bibliotheek AMFI
640.9;TM016104;Textiel;1997;Bibliotheek AMFI
640.9;TM016105;Textiel;1997;Bibliotheek AMFI
640.9;TM000149;Kwaliteitssystemen;1988;Bibliotheek AMFI
640.9;TM041751;Textiles-seam types-Classification and terminology;1982;Bibliotheek AMFI
640.9;TM016101;Textiel;1997;Bibliotheek AMFI
640.9;TM016097;Textiel;1997;Bibliotheek AMFI
640.9;TM041750;Textiles-stitch types-Classification and terminology;1981;Bibliotheek AMFI
640.9;TM000085;Kwaliteitszorg en de elementen van een kwaliteitssysteem;1994;Bibliotheek AMFI
640.9;TM016103;Textiel;1997;Bibliotheek AMFI
640.9;HV037264;Textiel;2000;Bibliotheek AMFI
640.9;TM016099;Textiel;1997;Bibliotheek AMFI
640.9;TM042611;Indelen en typen van documenten;1986;Bibliotheek AMFI
640.9;TM016106;Textiel;1997;Bibliotheek AMFI
640.9;TM016102;Textiel;1995;Bibliotheek AMFI
640.9;TM016596;Textiel;1997;Bibliotheek AMFI
640.9;TM000036;Kwaliteitszorg en normen voor kwaliteitsborging;1988;Bibliotheek AMFI
640.9;FM002063;Textiel;2001;Bibliotheek AMFI
640.9;TM000148;Kwaliteitssystemen;1988;Bibliotheek AMFI
640.9;FM002159;Mondopoint system of shoe sizing and marking;1990;Bibliotheek AMFI
640.9;FM003484;Textiel;1999;Bibliotheek AMFI
640.9;TM016100;Textiel;1997;Bibliotheek AMFI
640.9;TM000150;Kwaliteitssystemen;1988;Bibliotheek AMFI
640.9;TM016098;Textiel;1997;Bibliotheek AMFI
640.9;TM016096;Textiel;1997;Bibliotheek AMFI
640.9;FM002073;Textiel;2001;Bibliotheek AMFI
640.9;TM000015;Tabellenbuch für die Bekleidungs-Industrie;1990;Bibliotheek AMFI
685;TM010971;The Anstey Weston guide to textile terms;1997;Bibliotheek AMFI
685;TM042306;Eurodict;1990;Bibliotheek AMFI
685;TM041550;Eurodict;1990;Bibliotheek AMFI
685;TM042302;Callaway textile dictionary;1947;Bibliotheek AMFI
685;TM017935;Garment and textile dictionary;1997;Bibliotheek AMFI
685;HV040175;Textil- und Modelexikon;2006;Bibliotheek AMFI
685;HV040176;Textil- und Modelexikon;2006;Bibliotheek AMFI
685;TM042304;Dictionary of textile terms;1956;Bibliotheek AMFI
685;TM042291;Vocabulaire textile trilingue;1962;Bibliotheek AMFI
685;TM042292;Vocabulaire textile trilingue;1962;Bibliotheek AMFI
685;TM011297;Fairchild's dictionary of textiles;1996;Bibliotheek AMFI
685;TM000528;Fairchild's dictionary of textiles;1996;Bibliotheek AMFI
685;TM042303;Textile glossary;1978;Bibliotheek AMFI
685;TM041255;Prisma vakwoordenboek textiel;1992;Bibliotheek AMFI
685;FM006273;Prisma vakwoordenboek textiel;1992;Bibliotheek AMFI
685;TM043078;Prisma vakwoordenboek textiel;1992;Bibliotheek AMFI
685;TM010970;Dictionary of man-made fibers;1998;Bibliotheek AMFI
685;TM010600;Chemiefaser Lexikon;1997;Bibliotheek AMFI
685;HV009168;Langenscheidt Praxiswörterbuch Bekleidung und Mode;2004;Bibliotheek AMFI
685;TM042293;The modern textile dictionary;1957;Bibliotheek AMFI
685;TM024884;Maschen-ABC;1999;Bibliotheek AMFI
685;TM010228;Lexikon der Gewebe;1996;Bibliotheek AMFI
685;TM041519;Bekleidungs-Lexikon;1993;Bibliotheek AMFI
685;FM000030;Textile terms and definitions;2002;Bibliotheek AMFI
685.1;TM006065;Goed garen;1994;Bibliotheek AMFI
685.1;TM042143;Textiel;1947;Bibliotheek AMFI
685.1;TM000158;Textielwaren;1974;Bibliotheek AMFI
685.1;TM041684;Stoffe;1992;Bibliotheek AMFI
685.1;HV004757;Stoffe;2004;Bibliotheek AMFI
685.1;HV113580;Looking at textiles;2011;Bibliotheek AMFI
685.1;HV004564;Pocket textile expert;2002;Bibliotheek AMFI
685.1;HV031117;Pocket fibers expert;2004;Bibliotheek AMFI
685.1;HV031118;Pocket textile color matching expert;2007;Bibliotheek AMFI
685.1;HV031124;Pocket textile testing & quality expert;2007;Bibliotheek AMFI
685.1;HV031113;Pocket weaving expert;2004;Bibliotheek AMFI
685.1;HV031120;Pocket dyeing printing finishing expert;2004;Bibliotheek AMFI
685.1;HV031115;Pocket textile Q & A;2007;Bibliotheek AMFI
685.1;HV031109;Pocket knitting expert;2004;Bibliotheek AMFI
685.1;HV031116;Pocket spinning expert;2004;Bibliotheek AMFI
685.1;HV038143;Lexikon Garne und Zwirne;2006;Bibliotheek AMFI
685.1;FM003313;Sportvak-adviseur;2000;Bibliotheek AMFI
685.1;FM003314;Sportvak-adviseur;2000;Bibliotheek AMFI
685.1;TM008082;Textiles;1994;Bibliotheek AMFI
685.1;FM007202;Classic and modern fabrics;2010;Bibliotheek AMFI
685.2;TM010218;Wellington Sears handbook of industrial textiles;1995;Bibliotheek AMFI
685.2;HV053879;Stoffenvademecum AMFI;2005;Bibliotheek AMFI
685.2;HV053884;Stoffenvademecum AMFI;2005;Bibliotheek AMFI
685.2;HV053885;Stoffenvademecum AMFI;2005;Bibliotheek AMFI
685.2;HV053895;Stoffenvademecum AMFI;2005;Bibliotheek AMFI
685.2;HV053886;Stoffenvademecum AMFI;2005;Bibliotheek AMFI
685.2;HV053882;Stoffenvademecum AMFI;2005;Bibliotheek AMFI
685.2;HV053880;Stoffenvademecum AMFI;2005;Bibliotheek AMFI
685.2;HV053883;Stoffenvademecum AMFI;2005;Bibliotheek AMFI
685.2;FM002278;Dictonary of technical usage textiles and final end-uses;2001;Bibliotheek AMFI
685.2;TM041974;Textielvezels;1971;Bibliotheek AMFI
685.2;HV038069;Cahier beroepskleding;1996;Bibliotheek AMFI
685.2;HV038070;Cahier oog- en gelaatsbescherming;1996;Bibliotheek AMFI
685.2;HV038074;Cahier voet- en beenbescherming;1997;Bibliotheek AMFI
685.2;TM024604;Hand- en armbescherming;1997;Bibliotheek AMFI
685.2;FM002600;Onafhankel?ke ademhalingsbescherming;2001;Bibliotheek AMFI
685.2;HV038071;Basiscahier persoonl?ke beschermingsmiddelen;2000;Bibliotheek AMFI
685.2;HV038072;Hoofdbescherming;1998;Bibliotheek AMFI
685.2;TM017097;Gehoorbescherming;1998;Bibliotheek AMFI
685.2;TM024596;Afhankel?ke ademhalingsbescherming;1999;Bibliotheek AMFI
685.2;TM042107;Waardebepaling van wolvezels, garens en stoffen;1955;Bibliotheek AMFI
685.2;TM042108;Waardebepaling van wolvezels, garens en stoffen;1955;Bibliotheek AMFI
685.2;TM042109;Waardebepaling van wolvezels, garens en stoffen;1955;Bibliotheek AMFI
685.2;TM010298;Handboek persoonl?ke beschermingsmiddelen;1991;Bibliotheek AMFI
685.2;TM010299;Handboek persoonl?ke beschermingsmiddelen;1991;Bibliotheek AMFI
685.2;FM003315;Mode-adviseur;1999;Bibliotheek AMFI
685.2;FM003316;Mode-adviseur;1999;Bibliotheek AMFI
685.2;FM007264;Insider ABC;2006;Bibliotheek AMFI
685.2;FM007239;All about wool;1996;Bibliotheek AMFI
