Callnumber;Barcode;Title;Year;Location
AMFI: 761.2 OORT;TM045177;Cas Oorthuys fotograaf;1982;Bibliotheek AMFI
AMFI: 761.2 PARR;HV039092;Fashion magazine;2005;Bibliotheek AMFI
AMFI: 761.2 PARR;HV103064;Everybody dance now;2009;Bibliotheek AMFI
AMFI: 761.2 POL;HV114605;Where is Japan;2010;Bibliotheek AMFI
AMFI: 761.2 PURC;HV002640;Alexey Brodovitch;2002;Bibliotheek AMFI
AMFI: 761.2 RAY;TM041901;Man Ray in fashion;1990;Bibliotheek AMFI
AMFI: 761.2 ROBA;HV041906;Folders, suits, pockets, files, stocks;2003;Bibliotheek AMFI
AMFI: 761.2 SCHL;HV017674;The invention of chic;2002;Bibliotheek AMFI
AMFI: 761.2 SHER;TM010802;Cindy Sherman;1996;Bibliotheek AMFI
AMFI: 761.2 SING;TM047912;TheGanges;1992;Bibliotheek AMFI
AMFI: 761.2 SOTT;HV009835;Ettore Sottsass;2004;Bibliotheek AMFI
AMFI: 761.2 STIN;TM016065;50 years of photographing Hollywood;1983;Bibliotheek AMFI
AMFI: 761.2 SUSC;FM003030;Coincidences;2001;Bibliotheek AMFI
AMFI: 761.2 TARD;TM045153;Horst, Images of elegance;1993;Bibliotheek AMFI
AMFI: 761.2 TELL;HV099093;The master;2010;Bibliotheek AMFI
AMFI: 761.2 TELL;HV097367;Election day;920;Bibliotheek AMFI
AMFI: 761.2 TERR;TM008822;Blondjes & beauties;1996;Bibliotheek AMFI
AMFI: 761.2 THIJS;HV098847;Fringe phenomena;2010;Bibliotheek AMFI
AMFI: 761.2 THIJS;HV153435;Fringe Phenomena 3;2013;Bibliotheek AMFI
AMFI: 761.2 THIJS;HV098848;Fringe phenomena;2010;Bibliotheek AMFI
AMFI: 761.2 THOM;HV114552;Pitch blackness;2008;Bibliotheek AMFI
AMFI: 761.2 VENT;HV096255;War souvenir;2006;Bibliotheek AMFI
AMFI: 761.2 VISS;TM045164;De jaren negentig;1992;Bibliotheek AMFI
AMFI: 761.2 VLUG;HV062893;Beauty and other secrets;2007;Bibliotheek AMFI
AMFI: 761.2 WALL;HV023065;Jeff Wall;2002;Bibliotheek AMFI
AMFI: 761.2 WEND;TM045262;Written in the west;1987;Bibliotheek AMFI
AMFI: 761.2 WESS;TM006844;Jong Holland;1995;Bibliotheek AMFI
AMFI: 761.2 WILL;HV002458;Martin Parr;2002;Bibliotheek AMFI
AMFI: 761.2 WIND;TM041502;Photography;1989;Bibliotheek AMFI
AMFI: 761.2 WOLF;HV021827;Wolfgang Tillmans;2002;Bibliotheek AMFI
AMFI: 761.2 WRIG;TM043091;Ansel Adams;1992;Bibliotheek AMFI
AMFI: 761.2 WU;HV004516;Between past and future;2004;Bibliotheek AMFI
AMFI: 761.2 YOKO;HV078236;The photon & ogre;2005;Bibliotheek AMFI
AMFI: 761.3 ALPE;FM002444;The queens;1975;Bibliotheek AMFI
AMFI: 761.3 BENS;HV005433;American style;2004;Bibliotheek AMFI
AMFI: 761.3 BLOM;HV031023;Anita;2006;Bibliotheek AMFI
AMFI: 761.3 BOT;HV004502;Geliefden;2004;Bibliotheek AMFI
AMFI: 761.3 CORY;HV107650;You animal, you!;2012;Bibliotheek AMFI
AMFI: 761.3 DON'T;HV078017;Don't kiss me;2006;Bibliotheek AMFI
AMFI: 761.3 EWIN;TM043736;The body;1994;Bibliotheek AMFI
AMFI: 761.3 FOUR;HV021905;The fourth sex;2003;Bibliotheek AMFI
AMFI: 761.3 GAUT;TM008662;Visions du sport;1989;Bibliotheek AMFI
AMFI: 761.3 HERM;HV003331;Glitz;2003;Bibliotheek AMFI
AMFI: 761.3 HERO;TM043097;Heroes and anti heroes;1991;Bibliotheek AMFI
AMFI: 761.3 HOOV;TM003289;Beefcake;1995;Bibliotheek AMFI
AMFI: 761.3 ILLU;TM022142;Illustrator's reference manual sport;1992;Bibliotheek AMFI
AMFI: 761.3 JIMÉ;TM041365;Pierre et Gilles;1993;Bibliotheek AMFI
AMFI: 761.3 KNOT;HV060058;Hira Mandi;2008;Bibliotheek AMFI
AMFI: 761.3 KOET;TM007606;1000 Nudes;1994;Bibliotheek AMFI
AMFI: 761.3 KOET;TM047953;Naughty Paris;1994;Bibliotheek AMFI
AMFI: 761.3 KOET;TM047960;Feu d'amour;1994;Bibliotheek AMFI
AMFI: 761.3 LAMB;TM003273;Fashion in photographs 1860-1880;1991;Bibliotheek AMFI
AMFI: 761.3 MCMU;HV003343;So8os;2003;Bibliotheek AMFI
AMFI: 761.3 MENZ;TM006843;Material world;1994;Bibliotheek AMFI
AMFI: 761.3 MEYE;TM045178;Redheads;1991;Bibliotheek AMFI
AMFI: 761.3 OMME;HV017636;1000 families;2002;Bibliotheek AMFI
AMFI: 761.3 PARR;HV012295;Bliss;2003;Bibliotheek AMFI
AMFI: 761.3 PHIL;HV095379;The Vogue book of blondes;1999;Bibliotheek AMFI
AMFI: 761.3 PIER;TM006071;Pierre et Gilles;1995;Bibliotheek AMFI
AMFI: 761.3 PULT;TM022057;Photography and the body;1995;Bibliotheek AMFI
AMFI: 761.3 ROLL;TM003276;Fashion in photographs 1900-1920;1992;Bibliotheek AMFI
AMFI: 761.3 STEU;HV110107;Dutch Beauty;2010;Bibliotheek AMFI
AMFI: 761.3 STRI;FM003067;Strip;1998;Bibliotheek AMFI
AMFI: 761.3 SURR;TM017049;Surreality;1997;Bibliotheek AMFI
AMFI: 761.3 UNWE;HV022994;Revenge;2003;Bibliotheek AMFI
AMFI: 761.3 VICK;TM006136;Cecil Beaton;1993;Bibliotheek AMFI
AMFI: 761.3 WIJNH;FM002652;De ogen van de vakbeweging;1992;Bibliotheek AMFI
AMFI: 761.4 KRAS;FM003713;Diary of an Arctic year;1991;Bibliotheek AMFI
AMFI: 761.5 UHLI;TM008071;Desert light;1993;Bibliotheek AMFI
AMFI: 761.6 AVEN;HV039970;Avenue van A tot Zero;2006;Bibliotheek AMFI
AMFI: 761.6 BEDD;TM008429;East Africa;1988;Bibliotheek AMFI
AMFI: 761.6 EIJKE;HV079330;Paris, New York, Shanghai;2007;Bibliotheek AMFI
AMFI: 761.6 GEME;TM045179;Gemengd nieuws;1989;Bibliotheek AMFI
AMFI: 761.6 MAGN;HV005392;Magnum stories;2004;Bibliotheek AMFI
AMFI: 761.7 50;TM024041;50 Anneés de Photographies Vogue Paris;1982;Bibliotheek AMFI
AMFI: 761.7 ALET;HV094276;Dress codes;2009;Bibliotheek AMFI
AMFI: 761.7 ANGE;HV043798;In Vogue;2006;Bibliotheek AMFI
AMFI: 761.7 ANOT;HV063976;Another fashion book;2009;Bibliotheek AMFI
AMFI: 761.7 ARCH;HV053376;Archeology of elegance;2002;Bibliotheek AMFI
AMFI: 761.7 AUBE;HV037243;Les Séeberger;2006;Bibliotheek AMFI
AMFI: 761.7 BAIL;HV092595;Models close-up;1999;Bibliotheek AMFI
AMFI: 761.7 BERL;TM045275;Berlin en vogue;1993;Bibliotheek AMFI
AMFI: 761.7 BOOT;TM010518;Arjan Boot Casting;1994;Bibliotheek AMFI
AMFI: 761.7 BUTT;HV063484;Kate Moss style;2008;Bibliotheek AMFI
AMFI: 761.7 CONT;HV096033;Contemporary fashion photographers;2009;Bibliotheek AMFI
AMFI: 761.7 CORI;TM016009;Corine's agency;1994;Bibliotheek AMFI
AMFI: 761.7 COTT;FM002280;Imperfect beauty;2000;Bibliotheek AMFI
AMFI: 761.7 CURC;HV101068;Herb Ritts;2010;Bibliotheek AMFI
AMFI: 761.7 CYBE;TM022135;Cyber design;1995;Bibliotheek AMFI
AMFI: 761.7 DEVL;FM002416;Vogue;1979;Bibliotheek AMFI
AMFI: 761.7 DORS;HV101162;Sacha;2011;Bibliotheek AMFI
AMFI: 761.7 ELGO;TM045288;Arthur Elgort's models manual;1993;Bibliotheek AMFI
AMFI: 761.7 EXTR;HV096654;Extreme beauty in Vogue;2009;Bibliotheek AMFI
AMFI: 761.7 FACE;HV078656;Face of fashion;2007;Bibliotheek AMFI
AMFI: 761.7 FASH;TM016008;Fashion models 1993;1993;Bibliotheek AMFI
AMFI: 761.7 FASH;HV002106;Fashion photography now;2000;Bibliotheek AMFI
AMFI: 761.7 FASH;TM010516;Fashion models 94/95;1994;Bibliotheek AMFI
AMFI: 761.7 FASH;FM002768;Fashion;2000;Bibliotheek AMFI
AMFI: 761.7 FASH;TM014421;Fashion photography now;2000;Bibliotheek AMFI
AMFI: 761.7 FASH 1;TM010636;Fashion images de mode;1996;Bibliotheek AMFI
AMFI: 761.7 FASH 2;TM016057;Fashion images de mode;1997;Bibliotheek AMFI
AMFI: 761.7 FASH 3;TM017009;Fashion images de mode;1998;Bibliotheek AMFI
AMFI: 761.7 FASH 4;TM014420;Fashion images de mode;1999;Bibliotheek AMFI
AMFI: 761.7 FASH 5;HV101083;Fashion images de mode;2000;Bibliotheek AMFI
AMFI: 761.7 FASH VI;FM002730;Fashion images de mode;2001;Bibliotheek AMFI
AMFI: 761.7 GLOS;HV004429;Glossy;2004;Bibliotheek AMFI
AMFI: 761.7 GROT;TM010514;Het grote casting boek;1995;Bibliotheek AMFI
AMFI: 761.7 HARR;TM046851;Appearances;1991;Bibliotheek AMFI
AMFI: 761.7 HERM;HV092690;Suitsupply;2007;Bibliotheek AMFI
AMFI: 761.7 IN;HV071184;In Grenzen frei;2009;Bibliotheek AMFI
AMFI: 761.7 KISM;HV010125;Fashioning fiction in photography since 1990;2004;Bibliotheek AMFI
AMFI: 761.7 KWAA;HV063799;Danielle Kwaaitaal;2009;Bibliotheek AMFI
AMFI: 761.7 LAMS;FM002201;Inez van Lamsweerde: Photographs;1999;Bibliotheek AMFI
AMFI: 761.7 LIND;TM009898;10 women;1996;Bibliotheek AMFI
AMFI: 761.7 LIND;TM014315;Naomi Campbell by Peter Lindbergh;2000;Bibliotheek AMFI
AMFI: 761.7 LOOK;TM016646;Look at me;1998;Bibliotheek AMFI
AMFI: 761.7 MAX 1995;TM010515;Max models;1995;Bibliotheek AMFI
AMFI: 761.7 MAX 2000;TM024846;MAX;2000;Bibliotheek AMFI
AMFI: 761.7 MAX 2001;TM014369;Max models 2001;2001;Bibliotheek AMFI
AMFI: 761.7 MEAR;HV112873;Pricing beauty;2011;Bibliotheek AMFI
AMFI: 761.7 MODE;FM003717;Modebeeld 84/85;1985;Bibliotheek AMFI
AMFI: 761.7 MODE;TM007613;Models;1994;Bibliotheek AMFI
AMFI: 761.7 MORC;HV096560;A year in fashion;2008;Bibliotheek AMFI
AMFI: 761.7 MORC;HV096561;A year in fashion;2009;Bibliotheek AMFI
AMFI: 761.7 MORR;TM009025;Catwalk;1996;Bibliotheek AMFI
AMFI: 761.7 MOVE;HV022077;Movements, 1980-2003;2003;Bibliotheek AMFI
AMFI: 761.7 NEW;HV114590;New fashion photography;2013;Bibliotheek AMFI
AMFI: 761.7 PAS;HV022876;Backrow;2002;Bibliotheek AMFI
AMFI: 761.7 PAS;HV022875;Frontrow;2002;Bibliotheek AMFI
AMFI: 761.7 QUIC;TM024210;Catwalking;1997;Bibliotheek AMFI
AMFI: 761.7 SCHI;TM004976;Ontboezemingen;1995;Bibliotheek AMFI
AMFI: 761.7 SPEA;TM045171;Shooting stars;1992;Bibliotheek AMFI
AMFI: 761.7 TANK;HV099616;Tank too;2006;Bibliotheek AMFI
AMFI: 761.7 TANK;HV099615;Tank;2002;Bibliotheek AMFI
AMFI: 761.7 THIS;HV154126;Thisisnotparis;2005;Bibliotheek AMFI
AMFI: 761.7 TWEN;HV011240;20 years of style;2004;Bibliotheek AMFI
AMFI: 761.7 TWIG;HV042562;Twiggy;2004;Bibliotheek AMFI
AMFI: 761.7 UNSE;HV018037;Unseen Vogue;2002;Bibliotheek AMFI
AMFI: 761.7 VIVI;HV107668;Viviane Sassen;2013;Bibliotheek AMFI
AMFI: 761.7 WIDD;TM010774;Catwalk;1996;Bibliotheek AMFI
AMFI: 761.9 ALIS;TM010381;Jam style+music+media;1996;Bibliotheek AMFI
AMFI: 761.9 BARE;TM041371;Instant fotografie;1981;Bibliotheek AMFI
AMFI: 761.9 BERN;FM002632;Bajesmaf;1974;Bibliotheek AMFI
AMFI: 761.9 BORH;TM043220;En bateau;1991;Bibliotheek AMFI
AMFI: 761.9 ECST;HV046033;The ecstasy of things;2004;Bibliotheek AMFI
AMFI: 761.9 HALL;TM041232;The history of fashion photography;1979;Bibliotheek AMFI
AMFI: 761.9 KESS;HV079890;In almost every picture;2007;Bibliotheek AMFI
AMFI: 761.9 NAZA;TM045159;Jeux de dames cruelles;1992;Bibliotheek AMFI
AMFI: 761.9 PHOT;TM045150;Photo;1993;Bibliotheek AMFI
AMFI: 761.9 PIAG;TM017962;Anna Piaggi's fashion algebra;1998;Bibliotheek AMFI
AMFI: 761.9 RISI;TM041346;Risico's in perspectief;1990;Bibliotheek AMFI
AMFI: 761.9 UNFO;HV114570;Unfolded;2012;Bibliotheek AMFI
AMFI: 762 AARS;HV114490;De fotodetective;2012;Bibliotheek AMFI
AMFI: 765.2 JOSE;HV066383;Outdoor lighting;2003;Bibliotheek AMFI
AMFI: 765.2 MALP;HV098578;Capturing colour;2007;Bibliotheek AMFI
AMFI: 765.2 PHOT;FM003264;Photographing people;2001;Bibliotheek AMFI
AMFI: 765.2 PRÄK;HV067073;Composition;2006;Bibliotheek AMFI
AMFI: 765.2 PRÄK;HV098579;Exposure;2009;Bibliotheek AMFI
AMFI: 765.2 SIEG;HV068091;The fashion photography course;2008;Bibliotheek AMFI
AMFI: 765.2 TIME;TM016066;Licht en film;1970;Bibliotheek AMFI
AMFI: 765.2 WEBB;HV100842;Design principles;2010;Bibliotheek AMFI
AMFI: 766 JAEG;HV079429;Image makers, image takers;2007;Bibliotheek AMFI
AMFI: 766.4 MADI;TM041600;Trout river;1988;Bibliotheek AMFI
AMFI: 766.6 BETS;TM041904;The hakima;1991;Bibliotheek AMFI
AMFI: 766.6 CATA;TM008098;Obscura memòria;1994;Bibliotheek AMFI
AMFI: 766.7 KEAN;HV079395;Fashion & advertising;2007;Bibliotheek AMFI
AMFI: 766.9 BETT;TM043107;Betty Page;1993;Bibliotheek AMFI
AMFI: 766.9 OTHE;HV039569;The other side of football;0;Bibliotheek AMFI
AMFI: 766.9 PLAY;HV068999;Playboy;2008;Bibliotheek AMFI
AMFI: 766.9 STAL;TM041384;Ciciolina;1992;Bibliotheek AMFI
AMFI: 766.9 USEF;HV075084;Useful photography;2008;Bibliotheek AMFI
AMFI: 767.5 INTE;TM045273;Interactive pictures II;1994;Bibliotheek AMFI
AMFI: 768 GRAT;TM041194;Gratis video en film;1989;Bibliotheek AMFI
AMFI: 770 NEVE;HV103043;Never use white type on a black background;2009;Bibliotheek AMFI
AMFI: 770.1 BEYL;HV051211;Material ConneXion;2005;Bibliotheek AMFI
AMFI: 770.1 ILLU;TM003325;The illustrated dictionary of twentieth century designers;1991;Bibliotheek AMFI
AMFI: 770.1 MATE;HV051213;Material world 2;2006;Bibliotheek AMFI
AMFI: 770.1 MATE;HV111962;Material World 3;2011;Bibliotheek AMFI
AMFI: 770.1 MATE;HV063486;Materiology;2007;Bibliotheek AMFI
AMFI: 770.1 MATE;HV103215;Material index 2009;2009;Bibliotheek AMFI
AMFI: 770.1 SAUE;HV101672;Made of ...;2010;Bibliotheek AMFI
AMFI: 770.1 WHO;HV013837;Who's who in design volume 2;2003;Bibliotheek AMFI
AMFI: 770.2 FRAM;HV039536;Frame: the back issue;2006;Bibliotheek AMFI
AMFI: 770.4 DESI;HV004633;Design-Museen der Welt;2004;Bibliotheek AMFI
AMFI: 770.4 DRAB;TM016190;Refuse;1997;Bibliotheek AMFI
AMFI: 770.4 JAAR;TM041181;80 jaar wonen in het Stedel?k;1981;Bibliotheek AMFI
AMFI: 770.6 ADAM;HV063730;Thinking through craft;2007;Bibliotheek AMFI
AMFI: 770.6 AICH;HV002792;The world as design;1994;Bibliotheek AMFI
AMFI: 770.6 AICH;HV003400;Analogous and digital;1994;Bibliotheek AMFI
AMFI: 770.6 AITK;HV079648;Broken screen;2006;Bibliotheek AMFI
AMFI: 770.6 ASPE;HV078340;The design process;2006;Bibliotheek AMFI
AMFI: 770.6 ATMO;HV062516;Atmosphere;2007;Bibliotheek AMFI
AMFI: 770.6 BANG;TM044003;Design;1990;Bibliotheek AMFI
AMFI: 770.6 BART;HV099085;Mythologies;2009;Bibliotheek AMFI
AMFI: 770.6 BE;HV023491;Be creative!;2002;Bibliotheek AMFI
AMFI: 770.6 BETS;HV008587;False flat;2004;Bibliotheek AMFI
AMFI: 770.6 BEUK;HV097283;Flying lightness;2005;Bibliotheek AMFI
AMFI: 770.6 BLAI;HV107699;The emergence of form;2013;Bibliotheek AMFI
AMFI: 770.6 BLOO;HV013985;Rubber!;2004;Bibliotheek AMFI
AMFI: 770.6 BRAM;HV106155;Material thoughts;2009;Bibliotheek AMFI
AMFI: 770.6 BRER;HV096492;Sketchbooks: the hidden art of designers, illustrators & creatives;2009;Bibliotheek AMFI
AMFI: 770.6 BRIG;HV022706;Bright minds, beautiful ideas;2003;Bibliotheek AMFI
AMFI: 770.6 BROE;HV053697;Concept-denken;2003;Bibliotheek AMFI
AMFI: 770.6 BROW;HV037270;Experimental eco->design;2005;Bibliotheek AMFI
AMFI: 770.6 BROW;HV096769;Experimental eco->design;2009;Bibliotheek AMFI
AMFI: 770.6 BUSC;HV105465;Post-script to Fashion-able,;2009;Bibliotheek AMFI
AMFI: 770.6 BUSC;HV105464;Fashion-able;2009;Bibliotheek AMFI
AMFI: 770.6 BUSC;HV105463;Fashion-able;2008;Bibliotheek AMFI
AMFI: 770.6 CAPL;HV052681;By design;2005;Bibliotheek AMFI
AMFI: 770.6 CAPL;HV042647;Cracking the whip;2006;Bibliotheek AMFI
AMFI: 770.6 COLE;HV056741;DesignArt;2005;Bibliotheek AMFI
AMFI: 770.6 CURA;HV099419;Curatorial cooking;2011;Bibliotheek AMFI
AMFI: 770.6 DATS;HV019253;The total beauty of sustainable products;2001;Bibliotheek AMFI
AMFI: 770.6 DDR;HV013952;DDR Design;2004;Bibliotheek AMFI
AMFI: 770.6 DESI;HV106666;Design and craft: a history of convergences and divergences;2010;Bibliotheek AMFI
AMFI: 770.6 DESI;HV085669;Design and the elastic mind;2008;Bibliotheek AMFI
AMFI: 770.6 DESI;HV063492;Design disasters: great designers, fabulous failures, & lessons learned;2008;Bibliotheek AMFI
AMFI: 770.6 DESI;HV008962;Design research;2003;Bibliotheek AMFI
AMFI: 770.6 DESI;HV113968;Design for the other 90%;2011;Bibliotheek AMFI
AMFI: 770.6 DESI;HV111601;Design philosophy papers;2011;Bibliotheek AMFI
AMFI: 770.6 DESI;HV003796;Design secrets;2001;Bibliotheek AMFI
AMFI: 770.6 DESM;FM003151;Designing emotions;2002;Bibliotheek AMFI
AMFI: 770.6 DISP;HV132130;Displaying futures;2011;Bibliotheek AMFI
AMFI: 770.6 DORS;HV022073;Understanding design;2003;Bibliotheek AMFI
AMFI: 770.6 EDEL;HV114522;The Pop-Up generation;2012;Bibliotheek AMFI
AMFI: 770.6 EVER;HV114541;Everyone is a designer in the age of social media;2010;Bibliotheek AMFI
AMFI: 770.6 EXTR;HV099867;Extra/ordinary;2011;Bibliotheek AMFI
AMFI: 770.6 FAIR;HV079910;Twenty-first century design;2006;Bibliotheek AMFI
AMFI: 770.6 FLUS;HV003795;The shape of things;1999;Bibliotheek AMFI
AMFI: 770.6 FROM;HV099784;From Mad Dutch disease to Born to adorn;2010;Bibliotheek AMFI
AMFI: 770.6 FRY;HV111955;Design as politics;2011;Bibliotheek AMFI
AMFI: 770.6 GRIF;HV079142;Wear your chair;2007;Bibliotheek AMFI
AMFI: 770.6 HAKS;FM007240;Alessandro Mendini;1988;Bibliotheek AMFI
AMFI: 770.6 HARA;FM007157;Designing design;2007;Bibliotheek AMFI
AMFI: 770.6 HELL;HV023459;Hella Jongerius;2003;Bibliotheek AMFI
AMFI: 770.6 HINT;HV009825;Eternally Yours time in design;2004;Bibliotheek AMFI
AMFI: 770.6 HUDS;HV074882;Process;2008;Bibliotheek AMFI
AMFI: 770.6 HUYG 1;HV084464;Visies op vormgeving;2007;Bibliotheek AMFI
AMFI: 770.6 HUYG 2;HV069651;Visies op vormgeving;2008;Bibliotheek AMFI
AMFI: 770.6 IF;TM017955;If/then;1999;Bibliotheek AMFI
AMFI: 770.6 IM;HV011803;Im Designerpark;2004;Bibliotheek AMFI
AMFI: 770.6 IN;HV106707;In het nieuwe landschap van creatieve innovatie;2008;Bibliotheek AMFI
AMFI: 770.6 INDU;HV113581;Industry of nature;2012;Bibliotheek AMFI
AMFI: 770.6 INVE;HV114533;Inventing the modern world;2012;Bibliotheek AMFI
AMFI: 770.6 ITAL;HV113946;Italian design today;2011;Bibliotheek AMFI
AMFI: 770.6 KOLK;HV098977;Exposing the magic of design;2011;Bibliotheek AMFI
AMFI: 770.6 LEFT;HV085174;Making it;2007;Bibliotheek AMFI
AMFI: 770.6 LIDW;HV107346;Universal principles of design;2010;Bibliotheek AMFI
AMFI: 770.6 LONG;HV111244;Longer lasting products;2010;Bibliotheek AMFI
AMFI: 770.6 LOUW 1;HV010711;Dutch Design 2004-2005;2004;Bibliotheek AMFI
AMFI: 770.6 LOUW 2;HV010712;Dutch Design 2004-2005;2004;Bibliotheek AMFI
AMFI: 770.6 LUPT;HV016911;Skin;2002;Bibliotheek AMFI
AMFI: 770.6 MAED;HV076938;The laws of simplicity;2006;Bibliotheek AMFI
AMFI: 770.6 MASS;HV053859;Massive change;2004;Bibliotheek AMFI
AMFI: 770.6 MEIN;HV071435;PIG 05049;2007;Bibliotheek AMFI
AMFI: 770.6 MENT;HV078660;Mentalitäten;1995;Bibliotheek AMFI
AMFI: 770.6 MOLL;HV000057;Collapsible;2001;Bibliotheek AMFI
AMFI: 770.6 MOLO;HV078538;Where stuff comes from;2003;Bibliotheek AMFI
AMFI: 770.6 NATU;HV101084;Nature design;2007;Bibliotheek AMFI
AMFI: 770.6 NAYL;HV038792;Form follows idea;2005;Bibliotheek AMFI
AMFI: 770.6 NEDE 1;FM002466;Industrieel ontwerp;2000;Bibliotheek AMFI
AMFI: 770.6 NEDE 2;FM002465;Grafisch ontwerp;2000;Bibliotheek AMFI
AMFI: 770.6 NEDE 3;FM002468;Nieuwe media;2000;Bibliotheek AMFI
AMFI: 770.6 NEDE 4;FM002470;Ruimtel?k ontwerp;2000;Bibliotheek AMFI
AMFI: 770.6 NEDE 5;FO105974;Verpakkingsontwerp;2000;Bibliotheek AMFI
AMFI: 770.6 NEDE 6;FM002467;Illustratie;2000;Bibliotheek AMFI
AMFI: 770.6 NEDE 7;FM002469;Register;2000;Bibliotheek AMFI
AMFI: 770.6 NEW;HV022587;The new everyday;2003;Bibliotheek AMFI
AMFI: 770.6 NIEL;HV114573;Inspired;2005;Bibliotheek AMFI
AMFI: 770.6 NORM;HV010443;Emotional design;2004;Bibliotheek AMFI
AMFI: 770.6 NORM;HV101100;Living with complexity;2011;Bibliotheek AMFI
AMFI: 770.6 OPEN;HV099590;Open design now;2011;Bibliotheek AMFI
AMFI: 770.6 PLAY;HV096528;Play all day;2009;Bibliotheek AMFI
AMFI: 770.6 POWE;HV113791;Power of making;2011;Bibliotheek AMFI
AMFI: 770.6 PULL;HV071609;Design meets disability;2009;Bibliotheek AMFI
AMFI: 770.6 RIJK;HV112619;Over design, cultuur en onveranderlijkheid;2011;Bibliotheek AMFI
AMFI: 770.6 RISA;HV063658;A theory of craft;2007;Bibliotheek AMFI
AMFI: 770.6 SAFE;HV037865;Safe;2005;Bibliotheek AMFI
AMFI: 770.6 SCHN;HV111289;This Is Service Design Thinking;2010;Bibliotheek AMFI
AMFI: 770.6 SCHW;HV111016;Sustainism is the new modernism;2010;Bibliotheek AMFI
AMFI: 770.6 SCHW;HV114579;Sustainist design guide;2013;Bibliotheek AMFI
AMFI: 770.6 SENN;HV101805;The craftsman;2009;Bibliotheek AMFI
AMFI: 770.6 SIMO;HV063108;Goed in vorm;2008;Bibliotheek AMFI
AMFI: 770.6 SLOT;HV071657;Der Welt über die Strasse helfen;2010;Bibliotheek AMFI
AMFI: 770.6 SMIT;HV096597;How to be an explorer of the world;2008;Bibliotheek AMFI
AMFI: 770.6 SPAR;HV004393;An introduction to design and culture;2004;Bibliotheek AMFI
AMFI: 770.6 STER;HV041866;Shaping things;2005;Bibliotheek AMFI
AMFI: 770.6 SUDJ;HV096045;The language of things;2008;Bibliotheek AMFI
AMFI: 770.6 THAC;HV038850;In the bubble;2005;Bibliotheek AMFI
AMFI: 770.6 THOR;HV113146;Artistic development in [fashion] design;2010;Bibliotheek AMFI
AMFI: 770.6 TOOR;HV078396;Design's delight;2006;Bibliotheek AMFI
AMFI: 770.6 TOPH;HV114556;Where's my space age?;2003;Bibliotheek AMFI
AMFI: 770.6 VIDE;HV056455;V.idee;2004;Bibliotheek AMFI
AMFI: 770.6 VRIJE;HV096728;Vrije vorm geving;2008;Bibliotheek AMFI
AMFI: 770.6 VYZO;HV039017;Supersurfaces;2006;Bibliotheek AMFI
AMFI: 770.6 WACH;HV107651;Promovieren im Design - ein Kinderspiel? Writing a PhD in design - a cakewalk?;2011;Bibliotheek AMFI
AMFI: 770.6 WIED;HV100694;Product design in the sustainable era;2010;Bibliotheek AMFI
AMFI: 770.9 HELL;HV071111;Design school confidential;2009;Bibliotheek AMFI
AMFI: 770.9 PRAK;HV107816;Geschiedenis van het ontwerp-onderw?s;1980;Bibliotheek AMFI
AMFI: 770.9 VISU;HV078460;Visuele retorica;2006;Bibliotheek AMFI
AMFI: 771 ELEM;HV003185;The elements of design;2003;Bibliotheek AMFI
AMFI: 771 HAUF;TM017042;Design;1998;Bibliotheek AMFI
AMFI: 772 VIBH;HV114593;Diversity in design;2011;Bibliotheek AMFI
AMFI: 772.1 ANSC;TM010555;A woman's touch;1984;Bibliotheek AMFI
AMFI: 772.1 ART;HV005523;Art Déco;2004;Bibliotheek AMFI
AMFI: 772.1 DINO;TM010492;Art plastic;1984;Bibliotheek AMFI
AMFI: 772.1 DINO;FM002410;Art plastic;1984;Bibliotheek AMFI
AMFI: 772.1 GERE;FM002407;Nineteenth-century design;1993;Bibliotheek AMFI
AMFI: 772.1 HESK;FM003608;Industriële vormgeving;1989;Bibliotheek AMFI
AMFI: 772.1 KATZ;TM045163;Classic plastics;1984;Bibliotheek AMFI
AMFI: 772.1 KATZ;TM010491;Plastics;1978;Bibliotheek AMFI
AMFI: 772.1 LUCI;FM002472;The story of craft;1981;Bibliotheek AMFI
AMFI: 772.1 ONTS;HV016678;Het ontstaan der dingen;2003;Bibliotheek AMFI
AMFI: 772.1 PAN;TM041340;PAN Amsterdam;1992;Bibliotheek AMFI
AMFI: 772.1 PHAI 1;HV030157;Phaidon design classics;2006;Bibliotheek AMFI
AMFI: 772.1 PHAI 2;HV030158;Phaidon design classics;2006;Bibliotheek AMFI
AMFI: 772.1 PHAI 3;HV030159;Phaidon design classics;2006;Bibliotheek AMFI
AMFI: 772.1 SENT;HV071404;Craft traditions of the world;2009;Bibliotheek AMFI
AMFI: 772.1 WORL;TM014049;World design;2000;Bibliotheek AMFI
AMFI: 772.3 ART;HV107827;Art into production: Soviet textiles, fashion and ceramics, 1917-1935;1984;Bibliotheek AMFI
AMFI: 772.3 CRAF;TM043083;Crafts of Kashmir, Jammu & Ladakh;1990;Bibliotheek AMFI
AMFI: 772.3 HANK;HV053907;American streamlined design;2005;Bibliotheek AMFI
AMFI: 772.3 IMPO;TM041362;Important sale of Wiener Werkstätte, Art Nouveau and Art Deco including glass, silver, jewellery, c;1983;Bibliotheek AMFI
AMFI: 772.3 INTE;HV015183;International Arts and Crafts;2005;Bibliotheek AMFI
