Callnumber;Barcode;Title;Year;Location
AMFI: 414.34 JUNG;TM047931;Archetypen;1991;Bibliotheek AMFI
AMFI: 414.9 DIJKS;HV060415;Het slimme onbewuste;2007;Bibliotheek AMFI
AMFI: 415.2 SECK;HV056737;Incredible visual illusions;2004;Bibliotheek AMFI
AMFI: 415.3 SCHW;HV009622;The paradox of choice;2005;Bibliotheek AMFI
AMFI: 415.4 AS;HV113522;Creativiteit & inspiratie;2011;Bibliotheek AMFI
AMFI: 415.4 BOON;HV107714;Defining creativity;2014;Bibliotheek AMFI
AMFI: 415.4 BYTT;HV084634;Creativiteit hoe?zo!;2002;Bibliotheek AMFI
AMFI: 415.4 BYTT;HV079139;Creativity today;2007;Bibliotheek AMFI
AMFI: 415.4 CSIK;TM024645;Creativiteit;1998;Bibliotheek AMFI
AMFI: 415.4 GLAD;HV078541;Blink;2005;Bibliotheek AMFI
AMFI: 415.4 GLAD;HV066522;Intuïtie;2007;Bibliotheek AMFI
AMFI: 415.4 MICH;HV113972;Creative thinkering;2011;Bibliotheek AMFI
AMFI: 415.4 VRIE;HV106703;Hoe verzin je het?;2010;Bibliotheek AMFI
AMFI: 415.5 KLEO;HV107718;Steal like an artist;2012;Bibliotheek AMFI
AMFI: 415.9 SWAA;TM024212;Atlas van de belevingswereld;1999;Bibliotheek AMFI
AMFI: 417 BODY;TM003329;Body images;1990;Bibliotheek AMFI
AMFI: 417 LIND;HV004544;(Im)perfect;2004;Bibliotheek AMFI
AMFI: 420 RABA;TM043158;Trajecten;1992;Bibliotheek AMFI
AMFI: 420 STON;TM041572;Alien worlds;1993;Bibliotheek AMFI
AMFI: 422.4 LYLE;TM006138;Secrets of the Zodiac;1993;Bibliotheek AMFI
AMFI: 429 MAND;TM003287;Concise guide to tarot;1994;Bibliotheek AMFI
AMFI: 450.8 ECO;HV017099;Hoe schr?f ik een scriptie;2002;Bibliotheek AMFI
AMFI: 450.8 MIRA;TM016693;Scriptieproblemen;1997;Bibliotheek AMFI
AMFI: 450.8 SOUD;TM041530;Scripties schr?ven in de sociale wetenschappen;1991;Bibliotheek AMFI
AMFI: 450.8 TURA;TM010016;A manual for writers of term papers, theses, and dissertations;1996;Bibliotheek AMFI
AMFI: 487.9 EIND;TM042635;"Eindrapport van de werkgroep ""werkplan stages""";1984;Bibliotheek AMFI
AMFI: 487.9 GRAN;TM016280;A guide to analyzing your fashion industry internship;1996;Bibliotheek AMFI
AMFI: 487.9 GRAN;HV010649;The fashion intern;2004;Bibliotheek AMFI
AMFI: 489.22 CONC;TM024462;Concordia per textilia;1994;Bibliotheek AMFI
AMFI: 489.22 TEXT;HV113276;Textiles on the move;2009;Bibliotheek AMFI
AMFI: 489.23 EINH;HV063469;100 Jahre textile Ausbildung in Mönchengladbach;2001;Bibliotheek AMFI
AMFI: 489.54 ALMA;TM009884;Almanak eindexamen 1996;1996;Bibliotheek AMFI
AMFI: 489.54 AMFI;FM003856;AMFI 03;2003;Bibliotheek AMFI
AMFI: 489.54 BLAU;TM014050;Het blauwe boekje;1999;Bibliotheek AMFI
AMFI: 489.54 EIND;HV114503;Eindexamen;1985;Bibliotheek AMFI
AMFI: 489.54 GARM;HV123916;I'AMFI;2004;Bibliotheek AMFI
AMFI: 489.54 GARM;HV129212;I'AMFI;2004;Bibliotheek AMFI
AMFI: 489.54 GRAD;HV107775;ITC graduation fashion show 2007;2007;Bibliotheek AMFI
AMFI: 489.54 HERE;HV107697;Here we are everywhere;2012;Bibliotheek AMFI
AMFI: 489.54 JAAR 96/97;TM010605;Eindexamen studenten Koetsier/Montaigne sluiten '96-'97 af;1997;Bibliotheek AMFI
AMFI: 489.54 JAAR 97/98;TM016327;Jaarboek '97'98 studenten Koetsier/Montaigne;1998;Bibliotheek AMFI
AMFI: 489.54 ODD;HV105153;I'AMFI;2004;Bibliotheek AMFI
AMFI: 489.54 ODD;HV105152;I'AMFI;2004;Bibliotheek AMFI
AMFI: 489.54 ORAN;FM003251;Het oranje boekje;2002;Bibliotheek AMFI
AMFI: 489.54 PLUS;HV039563;+1 magazine;2006;Bibliotheek AMFI
AMFI: 489.54 SELF;HV107723;Self unself;2013;Bibliotheek AMFI
AMFI: 489.54 WITT;FM002194;Het witte boekje;2001;Bibliotheek AMFI
AMFI: 489.59 BERG;TM045796;Het HTO over vrouwen;1987;Bibliotheek AMFI
AMFI: 489.59 MARI;TM045797;Vrouwen over het HTO;1987;Bibliotheek AMFI
AMFI: 489.59 RINC;TM045803;Ja HTO, nee HTO;1987;Bibliotheek AMFI
AMFI: 499.4 FAES;TM000050;Commercieel onderhandelen;1994;Bibliotheek AMFI
AMFI: 499.4 MAST;TM000028;Effectief onderhandelen;1993;Bibliotheek AMFI
AMFI: 499.4 ONDE;941710-10;Onderhandelen;1984;Bibliotheek AMFI
AMFI: 499.4 ZAKE;TM040891;Zakel?ke communicatie;1989;Bibliotheek AMFI
AMFI: 499.6 FASH;HV096727;Fashion sollicitatieboek;2009;Bibliotheek AMFI
AMFI: 514 POOR;HV011195;De gulden snede en goddel?ke verhouding;1947;Bibliotheek AMFI
AMFI: 519 MET;TM047944;Met het oog op de aarde;1987;Bibliotheek AMFI
AMFI: 519.3 HARV;TM003291;The history of topographical maps;1980;Bibliotheek AMFI
AMFI: 520.5 CUPP;TM041639;Informatiesystemen in organisaties;1992;Bibliotheek AMFI
AMFI: 525.6 ANDE;TM049127;Gestructureerd programmeren met BASIC op de PRIME-computer;1985;Bibliotheek AMFI
AMFI: 527 TAYL;TM042763;Computers in the fashion industry;1990;Bibliotheek AMFI
AMFI: 527.5 BOWL;HV098481;Digital textile design;2009;Bibliotheek AMFI
AMFI: 527.5 CENT;HV079425;Fashion designer's handbook for Adobe Illustrator;2007;Bibliotheek AMFI
AMFI: 527.5 NUMA;FM003275;Basiscursus Photoshop 6;2001;Bibliotheek AMFI
AMFI: 527.5 ROSE;HV048814;Sams teach yourself Adobe Photoshop CS3 in 24 hours;2007;Bibliotheek AMFI
AMFI: 527.5 ROSE;HV004902;Sams teach yourself Adobe Photoshop 7 in 24 hours;2002;Bibliotheek AMFI
AMFI: 527.5 STOL;HV107682;Pattern cutting for clothing using CAD;2012;Bibliotheek AMFI
AMFI: 527.5 TALL;HV078337;Creative fashion design with Illustrator;2006;Bibliotheek AMFI
AMFI: 527.5 WEIN;HV048751;Photoshop CS3;2008;Bibliotheek AMFI
AMFI: 527.7 BRAD;HV107660;Digital visions for fashion + textiles;2012;Bibliotheek AMFI
AMFI: 527.7 CAD;TM000202;CAD in clothing and textiles;1994;Bibliotheek AMFI
AMFI: 527.7 CHAS;TM010974;CAD for fashion design;1997;Bibliotheek AMFI
AMFI: 527.7 GRAY;TM017119;CAD/CAM in clothing and textiles;1998;Bibliotheek AMFI
AMFI: 527.7 ROBO;TM048943;Robots in Japan;1982;Bibliotheek AMFI
AMFI: 527.7 VOLI;FM002197;Virtual clothing;2000;Bibliotheek AMFI
AMFI: 527.9 AUTO;TM016661;Automation in the textile industry;1995;Bibliotheek AMFI
AMFI: 527.9 BENS;TM000258;Automatiseringstoepassingen voor textiel- en schoendetailhandelsbedrijven;1994;Bibliotheek AMFI
AMFI: 527.9 KNIG;TM000089;The market feasibility of body scanning and size prediction technologies at retail;1994;Bibliotheek AMFI
AMFI: 527.9 SCHR;TM042896;Modern apparel manufacturing systems and simulation;1992;Bibliotheek AMFI
AMFI: 527.9 ZIEG;HV040418;Warenwirtschaftssysteme für den Modefachhandel;2005;Bibliotheek AMFI
AMFI: 528.59 COOP;HV067097;Alter ego;2007;Bibliotheek AMFI
AMFI: 536.1 FRAN;TM042582;Einführung in die neueren Methoden der Lichtmikroskopie;1967;Bibliotheek AMFI
AMFI: 536.5 AFRI;FM002435;African Color [West];1989;Bibliotheek AMFI
AMFI: 536.5 AFRI;FM002445;African Color [East];1989;Bibliotheek AMFI
AMFI: 536.5 ALLE;TM041540;Showing your colors;1990;Bibliotheek AMFI
AMFI: 536.5 ANDE;HV130383;Color studies;2014;Bibliotheek AMFI
AMFI: 536.5 BALL;HV016448;Bright earth;2003;Bibliotheek AMFI
AMFI: 536.5 BATH;HV100511;Chromophobia;2000;Bibliotheek AMFI
AMFI: 536.5 BEAU;TM042576;Harmonie des couleurs;1957;Bibliotheek AMFI
AMFI: 536.5 BENA I;FM003280;Farbgestaltung;2001;Bibliotheek AMFI
AMFI: 536.5 BENA II;FM003359;Farbgestaltung;2001;Bibliotheek AMFI
AMFI: 536.5 BENE;TM041224;Benetton colour style file;1987;Bibliotheek AMFI
AMFI: 536.5 BLAS;HV114612;The color revolution;2012;Bibliotheek AMFI
AMFI: 536.5 BRAH;HV019808;Modern color/modern architecture;2002;Bibliotheek AMFI
AMFI: 536.5 CHRO;HV092031;Chroma;2009;Bibliotheek AMFI
AMFI: 536.5 COLO;HV099795;Colour hunting;2011;Bibliotheek AMFI
AMFI: 536.5 COLO;HV112421;Colour in time;2011;Bibliotheek AMFI
AMFI: 536.5 COLO;HV098470;Colour;2008;Bibliotheek AMFI
AMFI: 536.5 COLO;TM042577;Colorimetry;1949;Bibliotheek AMFI
AMFI: 536.5 CONR;HV001536;Oranje;2004;Bibliotheek AMFI
AMFI: 536.5 DIAN;HV020351;Colour forecasting;2005;Bibliotheek AMFI
AMFI: 536.5 DOUR;TM042580;La reproduction des couleurs;1951;Bibliotheek AMFI
AMFI: 536.5 FAWC;TM042579;A plain talk on colour measurement;1949;Bibliotheek AMFI
AMFI: 536.5 FAWC;TM042578;Colour and the visual measurement of colour;1950;Bibliotheek AMFI
AMFI: 536.5 FEIS;HV078356;Color studies;2006;Bibliotheek AMFI
AMFI: 536.5 FRAS;HV057956;The complete guide to colour;2004;Bibliotheek AMFI
AMFI: 536.5 FRIE;TM010560;Farbe im Raum;1974;Bibliotheek AMFI
AMFI: 536.5 FRIE;TM042581;Farbe hilft verkaufen;1957;Bibliotheek AMFI
AMFI: 536.5 GAGE;TM024067;Colour and culture;1993;Bibliotheek AMFI
AMFI: 536.5 GAGE;TM024173;Colour and meaning;1999;Bibliotheek AMFI
AMFI: 536.5 GERR;TM041172;Het fenomeen kleur;1975;Bibliotheek AMFI
AMFI: 536.5 GERR;FM002545;Evolutie van de kleurenleer;1982;Bibliotheek AMFI
AMFI: 536.5 GOET;FM007233;Kleurenleer;1991;Bibliotheek AMFI
AMFI: 536.5 GUIL;HV113871;Kleur in het interieur;1992;Bibliotheek AMFI
AMFI: 536.5 HANS;HV013620;Black bazaar;2003;Bibliotheek AMFI
AMFI: 536.5 HELL;TM042785;Kleur;1990;Bibliotheek AMFI
AMFI: 536.5 HICK;TM041214;Het kleuren ABC;1982;Bibliotheek AMFI
AMFI: 536.5 MACA;TM010308;Color measurement;1985;Bibliotheek AMFI
AMFI: 536.5 PAST;FM003262;Blue;2001;Bibliotheek AMFI
AMFI: 536.5 PETE;FM003008;Global graphics: Color;2000;Bibliotheek AMFI
AMFI: 536.5 PLEIJ;TM045141;Kleuren van de middeleeuwen;1994;Bibliotheek AMFI
AMFI: 536.5 POLI;HV107774;Kandinsky-lessen aan het Bauhaus;1983;Bibliotheek AMFI
AMFI: 536.5 RODE;TM024445;Mensch - Farbe - Raum;1999;Bibliotheek AMFI
AMFI: 536.5 SELL III A;TM042573;Het meten van kleuren;1949;Bibliotheek AMFI
AMFI: 536.5 SELL III B;TM042574;Het meten van kleuren;1949;Bibliotheek AMFI
AMFI: 536.5 SELL III C;TM042575;Het meten van kleuren;1949;Bibliotheek AMFI
AMFI: 536.5 TEMK;HV062565;Color chart;2008;Bibliotheek AMFI
AMFI: 536.5 VENN;TM010909;Color kaleidoscope;1997;Bibliotheek AMFI
AMFI: 536.5 WHEL;TM010310;Colour harmony 2;1994;Bibliotheek AMFI
AMFI: 536.5 WITT;HV100591;Remarks on colour;2007;Bibliotheek AMFI
AMFI: 542.5 VEGT;TM046215;Kunststoffen in het kort;1994;Bibliotheek AMFI
AMFI: 552.4 BRUE;TM041888;Many moons;1991;Bibliotheek AMFI
AMFI: 570.6 ACKE;TM047913;Kenia;1989;Bibliotheek AMFI
AMFI: 570.6 GORD;TM043246;National Parks of South Africa;1992;Bibliotheek AMFI
AMFI: 570.6 WORE;TM043001;Faszinierendes Amerika;1993;Bibliotheek AMFI
AMFI: 573.3 STON;TM041609;North Pole, South Pole;1990;Bibliotheek AMFI
AMFI: 578.6 DAVI;TM047919;California reefs;1991;Bibliotheek AMFI
AMFI: 578.6 WILL;TM047922;Kingdom of the deep;1990;Bibliotheek AMFI
AMFI: 580.2 H+SS;TM009909;Wilde planten in kleur;1988;Bibliotheek AMFI
AMFI: 588.1 PRES;TM022128;De bomengids van Europa;1992;Bibliotheek AMFI
AMFI: 597.3 TUCK;TM043095;Seashells of the northern hemisphere;1991;Bibliotheek AMFI
AMFI: 598.2 CROC;TM041545;Crocodiles and alligators;1992;Bibliotheek AMFI
AMFI: 598.92 ELEP;TM047886;Elephants;1991;Bibliotheek AMFI
AMFI: 614.3 MUNT;TM024156;Fashion freedom;1997;Bibliotheek AMFI
AMFI: 614.6 AANG;TM006875;Aangekleed uitgekleed;1995;Bibliotheek AMFI
AMFI: 614.6 AANG;TM006876;Aangekleed uitgekleed;1995;Bibliotheek AMFI
AMFI: 614.6 AHLE;HV106407;Ökologische Bekleidung aus Kunden- und Anbietersicht;2010;Bibliotheek AMFI
AMFI: 614.6 BEYO;HV063389;Beyond green;2008;Bibliotheek AMFI
AMFI: 614.6 BING;TM000367;Das Echo vom Kleiderberg;1995;Bibliotheek AMFI
AMFI: 614.6 BLAC;HV114580;The sustainable fashion handbook;2012;Bibliotheek AMFI
AMFI: 614.6 BLAC;HV062521;Eco-chic;2008;Bibliotheek AMFI
AMFI: 614.6 CHOC;HV111553;Slow & fast fashion;2011;Bibliotheek AMFI
AMFI: 614.6 DUBB;HV114548;Mode voor morgen;2012;Bibliotheek AMFI
AMFI: 614.6 ECO;TM010122;Eco-labelling and other environmental quality requirements in textiles and clothing;1996;Bibliotheek AMFI
AMFI: 614.6 ECO;HV154714;Eco-textile labelling ...;2008;Bibliotheek AMFI
AMFI: 614.6 ECO;HV154715;Eco-textile labelling ...;2008;Bibliotheek AMFI
AMFI: 614.6 ECO;TM017899;Eco-special;1993;Bibliotheek AMFI
AMFI: 614.6 ELLI;HV023880;An introduction to sustainable development;1999;Bibliotheek AMFI
AMFI: 614.6 FASH;HV107700;A fashion odyssey;0;Bibliotheek AMFI
AMFI: 614.6 FLET;HV114509;Fashion & sustainability;2012;Bibliotheek AMFI
AMFI: 614.6 FLET;HV062567;Sustainable fashion and textiles;2008;Bibliotheek AMFI
AMFI: 614.6 GWIL;HV114621;A practical guide to sustainable fashion;2014;Bibliotheek AMFI
AMFI: 614.6 HASS;TM016237;Marktorientiertes Umweltmanagement in der deutschen Textil- und Bekleidungsindustrie;1996;Bibliotheek AMFI
AMFI: 614.6 INSP;HV111770;Inspired by Cradle to Cradle;2011;Bibliotheek AMFI
AMFI: 614.6 LEE;HV060111;Eco chic;2007;Bibliotheek AMFI
AMFI: 614.6 MEUL;TM024113;Catalogus milieuvriendelijke kleding 1998-1999;1998;Bibliotheek AMFI
AMFI: 614.6 MINN;HV107647;Naked fashion;2011;Bibliotheek AMFI
AMFI: 614.6 NIEU;TM042876;De nieuwe kleren;1993;Bibliotheek AMFI
AMFI: 614.6 ÖKOL;TM041517;Ökologie und Bekleidung;1993;Bibliotheek AMFI
AMFI: 614.6 ÖKOL II;TM000364;Ökologie und Bekleidung 2;1995;Bibliotheek AMFI
AMFI: 614.6 PELL;HV114568;Het modesysteem op de schop;2013;Bibliotheek AMFI
AMFI: 614.6 PRIT;FM003426;Dirty shirts;2002;Bibliotheek AMFI
AMFI: 614.6 SHAP;HV112620;Shaping sustainable fashion;2011;Bibliotheek AMFI
AMFI: 614.6 SUST;HV063165;Sustainable fashion - why now?;2008;Bibliotheek AMFI
AMFI: 614.6 SUST;HV094924;Sustainable textiles;2009;Bibliotheek AMFI
AMFI: 614.6 SUST;HV113578;Sustainable fashion;2009;Bibliotheek AMFI
AMFI: 614.6 SUST;HV114557;Sustainability in fashion and textiles;2013;Bibliotheek AMFI
AMFI: 615.3 SARN;TM043004;TheUltimate spa book;1989;Bibliotheek AMFI
AMFI: 615.4 AMIE;HV079632;ABC of men's fashion;2007;Bibliotheek AMFI
AMFI: 615.4 BARB;TM014199;Dear Annie;2000;Bibliotheek AMFI
AMFI: 615.4 BLAN;HV089237;Green is the new black;2007;Bibliotheek AMFI
AMFI: 615.4 COVE;HV004890;Cover to un.cover;2004;Bibliotheek AMFI
AMFI: 615.4 DAT;TM010986;Dat staat je goed;1997;Bibliotheek AMFI
AMFI: 615.4 DECA;TM006083;The face of the century;1995;Bibliotheek AMFI
AMFI: 615.4 DIOR;HV079631;The little dictionary of fashion;2007;Bibliotheek AMFI
AMFI: 615.4 FARL;HV054200;Dying to look good;2006;Bibliotheek AMFI
AMFI: 615.4 FELL;TM008820;Die kleinen Tricks der Klassefrauen;1993;Bibliotheek AMFI
AMFI: 615.4 FLOC;HV009146;The metrosexual guide to style;2003;Bibliotheek AMFI
AMFI: 615.4 FLUS;TM016989;Style and the man;1996;Bibliotheek AMFI
AMFI: 615.4 FLUS;HV096258;Dressing the man;2002;Bibliotheek AMFI
AMFI: 615.4 GROF;HV096039;Lekker fris!;2009;Bibliotheek AMFI
AMFI: 615.4 HACK;HV037443;Mr Classic;2006;Bibliotheek AMFI
AMFI: 615.4 HALB;TM017997;Secrets of a fashion therapist;1998;Bibliotheek AMFI
AMFI: 615.4 HOCH;TM017988;Men's wardrobe;1998;Bibliotheek AMFI
AMFI: 615.4 JACK;TM041958;Kies je kleur;1990;Bibliotheek AMFI
AMFI: 615.4 JACK;TM041228;Kies je kleur;1990;Bibliotheek AMFI
AMFI: 615.4 KELD;HV062246;Man & pak;2004;Bibliotheek AMFI
AMFI: 615.4 KELD;HV077356;Pak op zak;2008;Bibliotheek AMFI
AMFI: 615.4 LO;HV042634;How not to look fat;2006;Bibliotheek AMFI
AMFI: 615.4 MALK;HV060064;Not just a pretty face;2007;Bibliotheek AMFI
AMFI: 615.4 MANE;HV021924;Dressing in the dark;2002;Bibliotheek AMFI
AMFI: 615.4 MATH;TM003272;The thriumph of individual style;1993;Bibliotheek AMFI
AMFI: 615.4 MEYE;TM016992;Wat zie j? er goed uit;1997;Bibliotheek AMFI
AMFI: 615.4 MORT;TM041969;The arts of costume and personal appearance;1955;Bibliotheek AMFI
AMFI: 615.4 NEVE;HV092079;Never leave the house naked;2009;Bibliotheek AMFI
AMFI: 615.4 PIRA;HV017893;Ladies;2002;Bibliotheek AMFI
AMFI: 615.4 QUAN;TM041212;Kleur door Quant;1985;Bibliotheek AMFI
AMFI: 615.4 QUAN;TM022124;Classic make-up & beauty book;1996;Bibliotheek AMFI
AMFI: 615.4 RASB;TM010306;Wardrobe strategies for women;1996;Bibliotheek AMFI
AMFI: 615.4 ROET;FM002333;De gentleman;1999;Bibliotheek AMFI
AMFI: 615.4 SAND;HV113444;Junky Styling;2009;Bibliotheek AMFI
AMFI: 615.4 SASS;TM045157;Vidal Sassoon und das Bauhaus;1992;Bibliotheek AMFI
AMFI: 615.4 SCHA;TM043082;Hoezo dik?;1992;Bibliotheek AMFI
AMFI: 615.4 SPIL;TM042929;Kies je kleur, kleding;1993;Bibliotheek AMFI
AMFI: 615.4 STOV;FM002936;The bombshell manual of style;2001;Bibliotheek AMFI
AMFI: 615.4 WIDD;TM010341;Image-makers: professional styling, hair and make-up;1997;Bibliotheek AMFI
AMFI: 615.4 WIJNS;TM014031;Visages;2000;Bibliotheek AMFI
AMFI: 615.4 WILL;HV021626;De st?l van succes;2003;Bibliotheek AMFI
AMFI: 615.4 WOOD;HV008964;What you wear can change your life;2004;Bibliotheek AMFI
AMFI: 615.4 WOOD;HV019424;What not to wear;2002;Bibliotheek AMFI
AMFI: 615.9 FASH;HV071963;Fashion & well-being?;2009;Bibliotheek AMFI
AMFI: 617.1 SPIR;TM045249;Spirit of sport;1985;Bibliotheek AMFI
AMFI: 617.1 WAY;TM017139;Way inside ESPN's X-Games;1998;Bibliotheek AMFI
AMFI: 618.65 SHAW;HV013264;Extreme ironing;2003;Bibliotheek AMFI
AMFI: 623.9 DAVI;TM043193;Theart of the cigar label;1989;Bibliotheek AMFI
AMFI: 624.4 HARL;TM008068;Designer china;1991;Bibliotheek AMFI
AMFI: 624.5 BURD;FM002939;Burda handboek knippen & naaien;1998;Bibliotheek AMFI
AMFI: 624.6 FISC;TM010342;Textile techniques in metal;1997;Bibliotheek AMFI
AMFI: 624.8 KNOO;TM041489;Werken met textiel;1977;Bibliotheek AMFI
AMFI: 624.8 MICH;TM010778;The leatherworking handbook;1994;Bibliotheek AMFI
AMFI: 624.9 CREA;TM010024;Creating fashion accessories;1993;Bibliotheek AMFI
AMFI: 624.9 HUKO;FM002515;Amaone;1985;Bibliotheek AMFI
AMFI: 624.9 JONG;TM016016;Tassen maken;1985;Bibliotheek AMFI
AMFI: 624.9 KATZ;TM010486;Footwear;1979;Bibliotheek AMFI
AMFI: 624.9 SCHN;FM002507;Crafts of the North American Indians;1972;Bibliotheek AMFI
AMFI: 625.1 HALK;HV078461;Naaien enzo;2006;Bibliotheek AMFI
AMFI: 625.2 AHLE;TM010126;Fine machine sewing;1996;Bibliotheek AMFI
AMFI: 625.2 AMAD;TM000171;A guide to fashion sewing;1994;Bibliotheek AMFI
AMFI: 625.2 BENT;TM010813;Easy guide to serging fine fabrics;1997;Bibliotheek AMFI
AMFI: 625.2 BROW;TM000230;Innovative serging;1989;Bibliotheek AMFI
AMFI: 625.2 BROW;TM000231;Innovative sewing;1990;Bibliotheek AMFI
AMFI: 625.2 COMP;HV087165;The complete book of sewing;2006;Bibliotheek AMFI
AMFI: 625.2 COOP;FM003542;The sewing machine;1976;Bibliotheek AMFI
AMFI: 625.2 DIST;TM022143;Distinctive details;1995;Bibliotheek AMFI
AMFI: 625.2 EENV;TM043148;Eenvoudige elegance;1974;Bibliotheek AMFI
AMFI: 625.2 HAND;HV087159;Handboek naaitechnieken;1997;Bibliotheek AMFI
AMFI: 625.2 HARP;FM002745;Sewing outdoor gear;2001;Bibliotheek AMFI
AMFI: 625.2 KLAS;TM024044;De klassieke technieken;1974;Bibliotheek AMFI
AMFI: 625.2 LAING;TM024493;Stitches and seams;1998;Bibliotheek AMFI
AMFI: 625.2 LAND;TM017916;Oldtimer- sewing machine;1987;Bibliotheek AMFI
AMFI: 625.2 LONG;TM010812;Easy guide to sewing blouses;1997;Bibliotheek AMFI
AMFI: 625.2 LONG;TM016529;Easy guide to sewing linings;1998;Bibliotheek AMFI
AMFI: 625.2 MACI;TM016524;Easy guide to sewing pants;1998;Bibliotheek AMFI
AMFI: 625.2 MARI;TM041695;Naaitechnieken;1989;Bibliotheek AMFI
AMFI: 625.2 MCCO;TM041597;ACollector's guide to thimbles;1990;Bibliotheek AMFI
AMFI: 625.2 MOSI;TM000018;Alles über Nähnähte;1991;Bibliotheek AMFI
AMFI: 625.2 MOYE;TM010988;Just pockets;1997;Bibliotheek AMFI
AMFI: 625.2 SCHW;TM000440;How to sew leather, suede, fur;1974;Bibliotheek AMFI
AMFI: 625.2 SCRI;TM024415;Sewing with leather and suede;1998;Bibliotheek AMFI
AMFI: 625.2 SHAE;TM010183;Claire Shaeffer's fabric sewing guide;1994;Bibliotheek AMFI
AMFI: 625.2 SHAE;TM006092;Couture sewing techniques;2007;Bibliotheek AMFI
AMFI: 625.2 SHAE;HV005233;High-fashion sewing secrets from the world's best designers;1997;Bibliotheek AMFI
AMFI: 625.3 AAFT;TM010495;Ontwerptekenen;1989;Bibliotheek AMFI
AMFI: 625.3 ALDR;TM042788;Metric pattern cutting for children's wear;1991;Bibliotheek AMFI
AMFI: 625.3 ALDR;TM024391;Metric pattern cutting;1997;Bibliotheek AMFI
AMFI: 625.3 ALDR;FM003260;Pattern cutting for women's tailored jackets;2002;Bibliotheek AMFI
AMFI: 625.3 ALDR;HV078401;Fabric, form and flat pattern cutting;2007;Bibliotheek AMFI
AMFI: 625.3 ALDR;HV011587;Metric pattern cutting;2004;Bibliotheek AMFI
AMFI: 625.3 ALDR;HV041071;Metric pattern cutting for menswear;2006;Bibliotheek AMFI
AMFI: 625.3 ALDR;TM043139;Patroontekenen;1985;Bibliotheek AMFI
AMFI: 625.3 ALDR;TM043138;Patroontekenen voor mannenkleding;1987;Bibliotheek AMFI
AMFI: 625.3 ALDR;TM043140;Patroontekenen;1985;Bibliotheek AMFI
AMFI: 625.3 ALDR;TM024600;Metric pattern cutting for children's wear and babywear;1999;Bibliotheek AMFI
AMFI: 625.3 ALDR;TM043137;Patroontekenen voor mannenkleding;1987;Bibliotheek AMFI
AMFI: 625.3 ALDR;TM043150;Patroontekenen voor kinderkleren;1986;Bibliotheek AMFI
AMFI: 625.3 ALTE;FM002570;Kindergrondvormen;1990;Bibliotheek AMFI
AMFI: 625.3 AREN;FM002969;Couture bridalwear;2000;Bibliotheek AMFI
AMFI: 625.3 ARMS;TM000074;Patternmaking for fashion design;1987;Bibliotheek AMFI
AMFI: 625.3 BENS;TM000228;Shortcuts to a perfect sewing pattern;1989;Bibliotheek AMFI
AMFI: 625.3 BRAC;TM000277;Unit method of clothing construction;1992;Bibliotheek AMFI
AMFI: 625.3 BRAY;TM042902;Dress pattern designing;1990;Bibliotheek AMFI
AMFI: 625.3 BRAY;TM042898;More dress pattern designing;1991;Bibliotheek AMFI
AMFI: 625.3 CAST;HV106599;Modepatronen ontwerpen;2010;Bibliotheek AMFI
AMFI: 625.3 COFF;TM006098;Shirtmaking;1993;Bibliotheek AMFI
AMFI: 625.3 COMP;FM002858;The complete guide to practical cutting (1853);1993;Bibliotheek AMFI
AMFI: 625.3 COMP;TM041885;Components of dress;1988;Bibliotheek AMFI
AMFI: 625.3 COOK;TM010304;Pattern cutting for women's outerwear;1994;Bibliotheek AMFI
AMFI: 625.3 COOK;TM042787;Pattern grading for men's clothes;1992;Bibliotheek AMFI
AMFI: 625.3 COOK;TM042781;Pattern grading for children's clothes;1991;Bibliotheek AMFI
AMFI: 625.3 COOK;TM042778;Pattern grading for women's clothes;1990;Bibliotheek AMFI
AMFI: 625.3 COOK;TM011475;Master patterns and grading for women's outsizes;1995;Bibliotheek AMFI
AMFI: 625.3 DAM;TM017987;Een tweede huid;1998;Bibliotheek AMFI
AMFI: 625.3 DESI;TM000279;Designing and drafting shirts;1987;Bibliotheek AMFI
AMFI: 625.3 DESI;TM011432;Designing apparel through the flat pattern;1995;Bibliotheek AMFI
AMFI: 625.3 ECK;TM041941;Patroontechnieken;1989;Bibliotheek AMFI
AMFI: 625.3 EMER;HV153801;A history of the paper pattern industry;2014;Bibliotheek AMFI
AMFI: 625.3 EMER;HV078247;New from old;2006;Bibliotheek AMFI
AMFI: 625.3 GORD;FM003025;Turn-of-the-century fashion patterns and tailoring techniques;2000;Bibliotheek AMFI
AMFI: 625.3 GRAD;TM041758;Gradieren;0;Bibliotheek AMFI
AMFI: 625.3 HAGG;HV038571;Pattern cutting for lingerie, beachwear and leisurewear;2004;Bibliotheek AMFI
AMFI: 625.3 HAKA 1997;TM010811;HAKA-Schnittkonstruktionen 1997 nach M. Müller & Sohn;1997;Bibliotheek AMFI
AMFI: 625.3 HAKA 1999;TM024668;HAKA-Schnittkonstruktionen [1999] nach M. Müller & Sohn;1999;Bibliotheek AMFI
AMFI: 625.3 HAND;TM000097;Professional pattern grading for women's, men's, and children's apparel;1980;Bibliotheek AMFI
AMFI: 625.3 HAND;TM000072;Professional patternmaking for designers of women's wear, men's casual wear;1984;Bibliotheek AMFI
AMFI: 625.3 HARP;TM010987;Sew the new fleece;1997;Bibliotheek AMFI
